model,test_loss,test_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,inference_time_sec
EfficientNetB0,1.0663257837295532,0.6995932597327136,0.7684547491056618,0.7411883845265607,0.6986181799362136,0.7941727586546656,0.6995932597327136,0.6842036705586155,34.91246581077576
