loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy,learning_rate,epoch
1.203610897064209,0.6557233929634094,0.7979419827461243,0.7652527689933777,9.999999747378752e-06,1
0.9978130459785461,0.7073649168014526,0.6775249242782593,0.8123184442520142,9.999999747378752e-06,2
0.880944013595581,0.7410662174224854,0.6108412742614746,0.8338175415992737,9.999999747378752e-06,3
0.7921726107597351,0.7749128341674805,0.5647312998771667,0.8471818566322327,9.999999747378752e-06,4
0.7314509749412537,0.7929255962371826,0.530017614364624,0.8582219481468201,9.999999747378752e-06,5
0.6835886240005493,0.8081783652305603,0.5028660297393799,0.8634514808654785,9.999999747378752e-06,6
