epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,3.1707680225372314,0.15833817422389984,175.7540740966797,0.02149912901222706
1,3.1309988498687744,0.1347327083349228,473.45697021484375,0.023242300376296043
2,2.4918768405914307,0.22959035634994507,3492.08837890625,0.022080186754465103
3,2.232011079788208,0.2642359137535095,1676.3197021484375,0.022080186754465103
4,2.0708422660827637,0.29510459303855896,2112.44482421875,0.011621150188148022
5,2.000894784927368,0.2990267276763916,4833.04638671875,0.022080186754465103
