model,test_loss,test_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1
EfficientNetB0,1.0713900327682495,0.6995932459831238,0.7684547491056618,0.7411883845265607,0.6986181799362136,0.6842036705586155
