epoch,epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy,learning_rate
0,0,2.921517133712769,0.3398460149765014,2.367886066436768,0.3341080844402313,0.0010000000474974
1,1,2.0258657932281494,0.4802440404891968,1.8249454498291016,0.4933178424835205,0.0010000000474974
2,2,1.6034247875213623,0.5634805560112,1.4694483280181885,0.5845438838005066,0.0010000000474974
3,3,1.3646196126937866,0.6195526123046875,1.260539174079895,0.6333526968955994,0.0010000000474974
4,4,1.228406310081482,0.6617518663406372,1.133832335472107,0.6653108596801758,0.0010000000474974
5,5,1.1608147621154783,0.6747530698776245,1.035619854927063,0.6879721283912659,0.0010000000474974
